Reviews,Sentiment
Food was average at best. Overcooked poached eggs and not very warm. Pizza oven not heated so not an option. No decaf coffee. Menu is expensive so feels like you're pay for the surroundings and not the quaity the food. Disappointing as it's a lovely place to go.,0
"Very good service, food wasnât great. Steak was way too tough found it hard to cut. Desserts were poor. Nice atmosphere and staff were so helpful and friendly.",1
"Food, service and drinks all great can't fault it. A little bit on the pricey side but experience was amazing.",2
"Everything was lovely, made us feel special on our anniversary. Staff were lovely and friendly. Cocktails were delish!",2
Had a fabulous brunch with my sister. Staff were lovely and food was great. Can't wait to go back!,2
Really enjoyed our evening at Sophie's at the Dean.,2
Lovely rooftop restaurant. Food was great as was service. The only downside was the acoustics - very hard to have a conversation- too many hard surfaces coupled with all the glass didnt help.,2
"Great location, beautiful food and lovely staff ð",2
Amazing atmosphere and the most lovely helpful staff,2
"I was really looking forward to going to Sophies but sadly was disappointed. I ordered the Panko Fried Chicken (â¬16.95) and the chicken was hard, burnt, dry, and flavourless. All the ingredients listed on the menu were thrown on top of each other in a bun that you couldn't fit in your mouth if you dislocated your jaw, and couldn't be  smashed any smaller due to the hard chicken. I told the waitress and she said she'd tell the chef but nothing came of it. I also ordered a prosecco and the glass was chipped. This was replaced ""on the house"" but overall I was left feeling that Sophies was overpriced, overrated, and underwhelming. There is a wealth of brilliant restaurants in Galway that do incredible brunches - Nimmos, Kitchen, Corrib House, Dela, to name a few - so Sophies has stiff competition and would want to earn their hefty prices. The setting was nice and the view was good, but the food (which is what we are there for at the end of the day) let the place down.",0
They seemed short staffed and weâre running around to cover all the tables. Service was not very attentive. I had to get our own menus. The food was delicious. I used my credit card at the till to pay but was charged on my room for someone elseâs meal.  There seemed to be confusion about what the table numbers were with the staff.,2
"Had a beautiful night at the Dean last night celebrating our Wedding Anniversary, the lady serving us was so nice and friendly, and engaging with us throughout our time there, as were all the staff.  Would definitely recommend it, the Chef even sent a special lovely dessert to us at the end of our meal for our Anniversary.",2
Lovely food but the chips were cold and had been cooked a while before serving. They didnât seem fresh. But it wouldnât stop us returning and recommending!,2
Andrew is an excellent manager who helped to look after us really well. Will be back!,2
Excellent food and service. A little noisy due to the large volume of customers. Would also have preferred the music to be slightly slower and the lighting less.,2
"We ordered steak and lamb, a  little expensive but very tasty. The interior and view of Galway is amazing.",2
Fantastic food and loved the cocktails! Second time being there and already planning to come back!,2
Food is expensive for what it is. It would be nice to be able to go for a few drinks without having to have food,1
The restaurant itself is very beautiful and hip. It has a very good atmosphere and the food is delicious. Our server was very helpful when it came to recommending gluten free options. Would definitely come back and recommend to people.,2
Wonderful staff and exceptional service. Portions very generous and fantastic cocktail menu,2
Delicious food. Really decent portion sizes. Lovely restaurant with gorgeous views.,2
Great experience canât wait go go back! Dined indoor & had drinks outdoor,2
"Very good food,  staff very friendly and helpful.",2
"Not much option for vegan, pizza was doughy & undercooked. Fruit fly buzzing around us all evening. Service no fault. Nice venue, needs tweaks",1
"The Good 
- Fab setting with panoramic views over the city. 
- The staff were all very pleasant
- The food was good, we all had different dishes and all were good..the presentation was nice
- The ambiance was good 

The Bad
- The service was VERY slow
- The prices are high compared to similar food served locally
- Not much choice for non-meat eaters and/or coeliacs/or vegetarians/vegans",1
Lovely restaurant on rooftop and staff was very friendly.lovely food fantastic view.,2
Expensive but nice,1
"The staff were lovely and so helpful. The food was incredible and I asked for some specific requirements which were met with ease.
Thank you",2
Outstanding food and service. However The music was very loud so it wouldnât be a great relaxed vibe,2
"Our starters and mains were absolutely delicious, superb quality and beautifully presented. Generous portions. Service was warm and professional. Only slight negative was the cheese board that we shared for dessert- was a tad plain. Would definately go back and recommend!",2
"Great food, service was excellent. Busy lively venue.",2
We had a lovely time. Food was fab and timing was perfect between courses. It was my hubby's birthday and he got a lovely happy birthday message with his dessert.  Very impressed and happy with our night,2
Really lovely afternoon. Food was fabulous. Lovely relaxed vibe. Will be back.,2
"Food was lovely. However, we were there with our young baby and there were no changing facilities, so would be very slow to return as a result.",2
Beautiful restaurant with gorgeous decor.  There is nowhere in Galway like it!  Service was great and very prompt.  Our meal was very tasty and pretty good value for money.,2
"Fab food, fab venue, great location. Definitely recommend for a special occasion.",2
"Lovely food, polite and pleasant service   would definitely recommend this place.",2
The food was great and the service was really good I had a friend drop of flowers there to surprise my partner and they help with that very well just one issue that me and my partner noticed is that the waiters are too eager to take the order seem a little bit rushed but over all location and atmosphere was amazing.,2
"Food, drinks ad service were excellent. Amazing views too!",2
"Gorgeous venue, the food was beautiful and the staff were all lovely!",2
"Amazing set up, great views of the city. Outstanding food and lovely cocktails.
Will definitely return!!!",2
"This was my second visit to Sophie's and I really enjoyed the food and service but on this visit we were seated at a table that had a curtain behind one side of the seats and the view was completely obstructed. It was a special occasion and I was bragging about the view and my party couldn't see it. Get rid of the curtain. With the curtain, it just seemed like I was at a nice restaurant. The view really tops the experience off.",2
"Was a great meal, lovely restaurant. Felt as though we were rushed a little to make an order. 
Lovely touch at the end of the meal when dessert came out, they had âcongratsâ written on the plate as it was my graduation.",2
"Food very nice and good quality but very limited menu, no pizzas on menu like shown on there online menu. Service is very relaxed, over 30 mins for mains to arrive but thatâs part of there atmosphere they want you to enjoy surroundings and the beautiful cocktails. 
Waiting staff very knowledgeable on menu and great to give recommendations. 
Itâs a real treat! Definitely worth going to!",2
"Very enjoyable lunch. Food was excellent, great choice of wine and cocktails were fantastic. Had a lovely afternoon with friends. 
Will be back soon ;-)",2
"Positives: Lovely ambience, service staff are very friendly, food is delicious and wonderful views.

Negatives: food is very pricey so for us it's only a special occasion location which is a great option to have in Galway. Location is a little bit off the beaten track if you start your night on Quay Street so advise people to start in Sophies and then work your way down to the bars. Tables are a little bit too close together, could do with a small bit more room as we could hear the conversation beside us clearly.",2
"Great service, everyone is super polite and nice.
The food is delicious,and the place very  pleasant",2
Food was very good. I had the sea bream and it was cooked really well. Everyone else has steak and no complaints there,2
Had a beautiful meal and really appreciated that our desert plate for my daughter congratulated her on her graduation. Staff were very attentive,2
"Beautiful venue, food was excellent,  very relaxed ð no one was rushing us out. Andrew looked after us so well, we had lovely seating and service ran smoothly.",2
"Food was great!
Service was excellent and we were well looked after! 
Will be back for sure.",2
"I love the press group and its vibe, the Stella cinema is one of our most loved date nights however we were disappointed with this restaurant, the food was ok but nothing special and took 35mins to come out to us and we only ordered 2 main courses and 2 cocktails, we were also not checked on again to see would we like to order more drinks, was disappointing and was glad i had gift vouchers to pay as would have been annoyed to drop â¬100 for a very mediocre evening myself. Defo could have thought of better things to spend that â¬100 on at the moment.",0
"Took our cousins from New York for dinner on Sunday evening. They loved it, everything was spot on. The cocktails were amazing. Loved the whole experience, lovely waitress, food and loved our table. Keep doing what ye are doing it's top class",2
"Great food, lovely staff , tasty cocktails, comfortable seating. Perfect for a nice evening. I would highly recommend.",2
"Nice food, lovely staff. Special compliment to the portuguese waiter.",2
"Food was good, portion sizes on the small side. Tables max 8 inches apart, very cramped and almost like you were part of table to left and right. Told multiple times we had the table for 2 hours. After 1.5 hrs the bill was fired at us, without asking if we wanted coffee etc. You pay those prices for a dining experience and the experience was transactional at best",2
"Great place to celebrate special occasions. Beautiful food, friendly staff, fantastic atmosphere overall super interior designðð¼ð¸ð",2
"It would have been good if we didn't have to wait over 1hr for our food, which was good but still, we left frustrated. Management needs to tighten their act.

The wait was really long, when we flagged it up, the server went to enquire and came back telling us ""well you didn't order starters but the kitchen timed your mains as if you had"" - what an odd thing to say... After I asked, we got courtesy olives and bread. 

The staff seemed overall fairly junior, and not trained in actually keeping an eye on things rather than going through the motions of the service. This room is missing on some highly experienced old timers.

The food was good, just the menu felt all over the place, trying to be all things at once, without a clear direction on the cuisine. The Pizza oven wasn't working, which we weren't told of when we were passed the menus, and that may have created a mess as pizzas are low prep and all of a sudden they had way more prep-intensive plates to do. 

From pricing to the dishes, adding the service, even the diners were a baffling range of people, from 60 year old ladies in their evening outfit of sparkles and lace, to groups of 20 something, to visibly colleagues on an outing. 

Overall it feels like Sophie's really needs to stop trying to be everything somewhat, and pull itself together into a tighter act that makes more sense and delivers on promises. At the price point of the most expensive dishes, it falls well short of target. For the 14 euro pizza, would be strange yet ok. That should not be any restaurateur's target.",2
"Although it was a quite lunchtime service, when we were served our food one of main courses was delayed by about7mins,which is a little unprofessional considering the limited choices on offer,",0
Amazing food and fantastic service.,2
"We had a tasty brunch here, staff were really accommodating, interiors are gorgeous.",2
Food was very poor. Drinks were nice and really beautiful decor. Would only recommend for drinks,0
"The staff were incredibly friendly. A really lovely experience, thank you.",2
"I strongely reccomend it. Great place, with a fantastic service and food.",2
"Nice setting and pleasant staff.  However, food not great at Brunch.  Burger meat was very tough and made us think maybe it had been cooked previously and then reheated.   Not good value at â¬16.95 for an American burger.",0
"Food was good, but tables are extremely close to each other, couldn't hear my date talking to me. We have waited an hour for food. Nice views though.",1
"Great Food, great cocktails ! Lovely venue with amazing views. Highly recommend.",2
"A little disappointed to be honest. Venue looks amazing and I would say is good for drinks. Disappointed with the food. I got the buttermilk pancakes and they were not up to scratch. Didnât get the cream with them but when asked I got it. 
Thereâs a weird taste off the tap water too? 
Nothing that canât be fixed! I would go back again but for your own sake, more work needs to be done on the food.",0
"What a view!! We booked the table for  sunset and it was perfect. All the tables have a nice view and you can walk out to the terrace as well. 
The food was very good and the service was amazing!! Our waitress was very personable and we enjoyed sharing time with her throughout our dinner.",2
Service was fantastic and friendly all night. The setting and atmosphere was lovely.,2
Lovely place service was excellent. The food was nice but not spectacular for the price.,1
"Loved every minute.  Will be back soon. Lovely, friendly staff. Very welcoming.  Food and service excellent.",2
Disappointed with the food. Very expensive for what we got. I had tiger prawn linguine and I was very disappointed as there was no flavour to it at all. My 3 friends had the parmasan chicken linguine and they said it was very bland as well.,1
The waitress Hazel was very good! Food was lovely and well portioned. Good selection of champagne. Cocktail menu can be improved further. Starter portion are big and very filling! Great ambience and best view in galway city! Excellent service!,2
"Really lovely experience at Sophie's, ambiance and food was fantastic, service was personable and quick. I would definitely recommend it!",2
Had lunch here with my sister and aunt. Food was very good but portions small for the dishes we had. Service was excellent and we loved the ambience and the beautiful views from the terrace. Would not eat lunch here regularly but nice for a treat. Definitely a place to bring visitors to while in Galway.,2
"Very poor service.
Poor value for money.
Very limited options...pizzas totally off the menu!",0
Brilliant staff and gorgeous food! Would highly recommend,2
Excellent food and service. Beautiful surroundings and well looked after. Very enjoyable evening.,2
Lovely tasty food with picturesque views of galway.,2
"1st downfall-no options for pizza- broken oven apparently.
no poultry on the menu and poor gluten free options -1 option which was very tasty but for a party of 4 only one of us could order a meal for our dietary needs
cocktails have more egg white than anything else they need improvement.
really disappointing menu options but waitress was so helpful and nice",0
"Best Restaurant in Galway,its a different experience than any other Restaurant in Galway.",2
Fabulous place for Brunch with friends!,2
"Amazing venue, great waitress.
Food is good",2
"Overall fabulous experience, I really enjoyed the food and will definately be back.  My only issue was the noise level... too loud, especially music playing background.",2
Gorgeous in every way!,2
"From the minute we were greeted at the front door, every member of staff were fantastic! Friendly, enthusiastic and kind. The decor is outstanding and the food is absolutely amazing! We were waiting a little longer than expected for our meal but the drinks and view made up for it. Lovely touch in the ladies bathroom with the sanitary products available and the shelves behind the toilets in each cubicle ðð» perfect for a date night or girls night, canât wait to go back again",2
Went for early brunch.. was quite when we got there but started to fill as we left. Great atmosphere in a funky hotel. Great for all ages. Really enjoyed our birthday brunch,2
"Service was very slow, waited over 30mins for a drink.",2
"Great food and service, I would highly recommend and we will definitely be back",2
"Best food I have had out in a really long time, staff were great. The whole atmosphere was fabulous.",2
"Lovely staff and very attentive, food and menu could be better .",1
"Had to look for someone to order the second round of drinks, waiter had no clue of the menu, couldnât assist when asked how the pork was done.

Poor service overall",2
There was 5 of us all together and not one of us left unhappy! Food was fab and the service was great! The decor and atmosphere is lovely as well! I found the menu to be reasonably priced as the quality of the food was top notch! A great addition to the city of Galway! Will be back again!,2
Lovely restaurant very friendly Nd accommodating staff food was very good service was great. Felt really well looked after,2
"Food was 10/10, the duck was delicious and cooked perfectly! The manager at the door was an absolute gem, she made our night for sure!",2
Beautiful restaurant. Great setting and views.  Good and drinks fab.,2
Dinner menu very limited. Not a great selection of fish or vegetarian,1
Spohies at the Dean is a beautiful place. You can see a gorgeous view of Galway from the rooftop restaurant.  There are cute swings outside the door that make a great photo opportunity. The staff were friendly & the food was delicious. The coffee could of been hotter but other than that it was excellent. It opens at 7am for breakfast during the week which is great too. Its hard to find places opened that early. I'll definitely be going back for dinner sometime soon. I bet the lights of the city will look fab at night from there.,2
"Overall, brillant experience! Food and Staff were amazing, couldnât have a desert as I was so full but the cocktails went down a treat instead!! Highly recommend",2
"Excellent food, service and atmosphere. We will be back!",2
Had a lovely early birthday dinner and thanks for my birthday dessert even if the candle wouldn't light x,2
"Had a wonderful brunch there with my mum and daughter, food was tasty, staff couldnât have been nicer, ambiance was beautiful, will definitely be back ð¥",2
"Beautiful meal, excellent service and the perfect location...",2
"View was amazing, atmosphere was great and food was delicious, looking forward to dining again soon.",2
"We had a lovely evening in Sophieâs, the staff are absolutely exceptional and are definitely the best part of the restaurant. Unfortunately we found the food over priced for the quality. Basics seem to be a struggle e.g chips (which cost 4.50) coming out soggy and dripping in oil. âCrispy duckâ not being crispy due to sauce been smothered over it. If the price of the food was less, I think we would have given a hire rating but unfortunately when you pay over 15 euro each for a starter and 35 plus each for a main  you expect something exceptional which this meal wasnât. Again I cannot state enough how lovely the staff were and the restaurant itself is fab with lovely views. Buuut was it worth the price, no",0
"Booked lunch for my daughter and myself on her birthday. Iâd seen that the hotel was opening soon and I was really glad to find somewhere glam that was open for lunch - so many restaurants are only open for dinner at the moment.

Street parking was no bother, we were met on arrival at the restaurant and seated comfortably. All staff were equally professional, equally welcoming and equally well presented. There was a sense of something special about the place that the staff conveyed.

We were well looked after, I had a mocktail, my daughter a cocktail, then she had the chicken paternal and I had the tempura battered white fish. Both dishes really tasty and beautifully presented and perfectly seasoned. Asked if we wanted the dessert menu I said yes, of course, itâs my daughterâs birthday - sheâs 27 but was thrilled when they brought her dessert, sang her happy birthday and her dessert had happy birthday piped in chocolate.

The decor is an excellent balance between the masculine and feminine, it doesnât detract from the views but I imagine itâs a really beautifully cosy atmosphere at night with the city lights as a backdrop. Loved the chandeliers, the reeded glass partitions, the brass hardware. Particularly loved the support of artists and the great art choices in the restaurant lobby and the stairwell too.

My daughter will definitely be returning with friends, as will I. The affordable priced coffee in the lobby coffee shop didnât escape our attention either. 

The weather on the day was warm and humid and we found the air conditioning was a gentle balm that we didnât know we needed.

Iâll be going back regularly because it makes visiting Galway more of a comfortable experience.",2
"The pizza was terrible , it was floating in water would not get food there again as it is very overpriced. The cocktails however were gorgeous",0
"This place is cute and the food is very good. However, someone in our party canât eat pork and we ordered the Caesar salad. There was no note on the menu that this item contained meat or pork. We alerted the waiter and asked for a new one with no meat, and a new set of silverware. 

We actually stopped a waitress that wasnât our original waiter. I assumed she told him but we didnât see him after that incident until it was time to pay. He would walk by our table but wouldnât check in on us. It was pretty awkward. 

I would suggest if you have dietary restrictions or allergies to double check even if the menu doesnât list the items.",2
"Location on rooftop is stunning, decor is fabulous. Food is expensive, starter of goats cheese filo was delicious but main course of Iberico pork was very dry and lacked flavour I was expecting for the price. The potatoes were not flavoured with chorizo, rather bits were just used as a garnish, the spinach was cooked well but had no flavour or seasoning, overall it needed sauce as it was v dry. Tiramisu dessert was also unspectacular. The cocktails were good though. I felt it was a premium price for the view and not the food. Not sure I would return for food, maybe for a special cocktail to celebrate an event.",1
Food was awful. Very mediocre and uninteresting,0
We enjoyed our Food and cocktails but we were rushed out in the end. The pancakes were nice. The Rated R lemon cocktail was amazing. We arrived at 2pm and at 5pm we were told several times by a rude waitress  that we needed to leave as she needed ther table back. The whole place was empty bar 2 tables near the bar. We were just finishing our cocktails and were waiting on a lift. I am aware that the booking says table for 1 hour 45 or 2 hours but the table just needed to be set.,2
"Food was amazing, and fab drinks ð¥°ðð» will def be back",2
My 2nd visit to Sophieâs but this was disappointing. Had checked online before hand and lunch menu from 2.30. But no lunch menu available when we went. Brunch menu was all that was available on a Sunday afternoon minus the pizzas as the oven was out of order which left us with a very limited options! Not really good enough.,1
Really enjoyed our meal and the service was great. Asked for cocktails not on the menu and it was no problem at all. Lovely night.,2
"My wifeâs 49th birthday. Everything was spectacular. We thoroughly enjoyed our dinner and drinks. Thank you to the staff that made it possible. Hats off to you! 

Best, 

Patrick Lyons 
OC, California",2
"What an experience! The food was amazing, the views were surreal and the service was excellent! When we had finished taking photos on the swings in the little lobby area and made our way in to the restaurant itself we were immediately greeted by friendly faces waiting to welcome us. The way my food was presented on the plate was like a work of art it was absolutely stunning. The duck was extremely tender and juicy but to my surprise was complimented very well by the cherry garnishes. I can't commend Steven enough for his hospitality and excellent service, his recommendations were on point with our hand crafted cocktails and our food. He left us wishing we had room for dessert but that's for another day! Can't wait to come back!",2
"The place is amazing and service and food is brilliant. The fact the pizza oven was not working was a little annoying, but we were told we'll in advance, which was very professional. The one issue was how compacted the tables were. It was very difficult to enjoy the meal and have a personal conversation when other couples were so close. But other than that the place is amazing and the food and staff were fantastic.",2
"Very disappointing food, great service and ambiance but food isn't up to scratch for the price",0
One waitress was not pleasant at all but apart from that was lovely.,2
"Fabulous decor ,  service really good staff very friendly and food was delicious.",2
"The waitress was the only good thing about our experience in Sophieâs, Galway. I brought my family there for my birthday. We booked a week in advance and it wasnât massively busy but we werenât given a very good table. 
When we ordered our drinks, one family member asked for a beer which we were told wasnât available. 
Then he ordered a starter and was later told they didnât have it. 
Another family member asked for a pizza, to be then told nearly 20 minutes later the pizza machine wasnât working. Sheâs a fussy eater which is why we chose Sophieâs as she loves pizza and this happened. They kept coming down to us offering different dishes to then tell us they werenât available. Eventually, she was offered a burger from the restaurant downstairs but the manager said âweâll sneak it up for youâ, making us feel it was a bit of an inconvenience, and Iâm sure she meant well. We arrived at 7:30pm and we didnât get our dinner served to us until 9pm. I canât eat late as Iâve low food tolerance which is why we went for 7:30pm so I ended up being up most of the night because I ate so late. The main waitress we had was just a joy and so nice, she was so apologetic and completely understood our frustrations and took accountability so we cannot fault her. However the overall experience was really bad considering theyâre a new restaurant. The lack of food or ability to make certain dishes on a busy enough Monday evening was very bad.",1
"Overall it was lovely and I would return. Food was very nice, could be hotter but was a very busy day and there may have been a delay somewhere. Most servers would go above and beyond, however one server was not happy to heat up a babies dinner.  I asked her what was I meant to do as my baby needed to eat, she did not offer any other solution... After requesting to speak to a manager, this was no problem and my baby had a lovely dinner also. There was no baby changing facilities",2
"Amazing experience!! Great food, waiters...just a little cold....",2
My friends and I had an amazing dinner; Cocktails and desserts also delicious.  Great service and friendly staff. I highly recommend this place.,2
Lovely atmosphere! Very friends staff and service was excellent. Food also arrived very quickly. We had a great time âºï¸,2
View amazing. Pizzas to die for. Wait staff fabulous. Very energetic with modern vibe. Good for all ages.,2
"Food was standard, atmosphere was lovely and lovely view.",0
"Pleasantly surprised by Sophieâs Galway. Great service, food & views. Cool addition to Galway dining scene! A big YES to try.",2
"Great decor, ambiance and views. Staff were amazing. Menu overpriced though.",2
"Nice environment, friendly helpful team. Food overall ok",2
A beautiful place with a stunning view of Galway. The food was really excellent and the staff were very pleasant and helpful. We will be back!,2
"Itâs a nice place to go sit, relax and have some food. The atmosphere is nice, the food is good, I wouldnât say fantastic only because Galway already has so much to offer when it comes to food.",2
Lovely Atmosphere and the staff were excellent. I would definitely recommend.,2
"Sophie's was very average in terms of food and very overpriced in my opinion, there are some fantastic restaurants in Galway with great food and at much better price point. The dean is lovely in terms of decor but I wouldn't be rushing back for the food.",0
Such fab meal- best steak and cocktails ever. Staff were fantastic so accommodating and friendly :) canât wait to go back,2
"Great views, lovely interior design, comfy seating and an outstanding breakfast! Would have given 5 stars for all categories but had to locate someone to bring the coffee we ordered but did not get with our meal and were delivered the wrong food fir one at our table. However, because the restaurant had recently just opened, we chalked up those minor glitches to âjust opened - staff still finding their feetâ so it was no biggie. Issues were sorted quickly and we continued to enjoy an exceptional breakfast. Will definitely return for dinner or drinks.",2
Pizza was good value and tasty. The steak was lovely but slightly over priced (â¬40). Staff were excellent but most of the food was brought out and one person was left 5 minutes for their pizza. I would come back again.,2
We booked lunch to be told at 2.30pm it was the brunch menu ! Then staff couldn't find key to get wine 20 mins later got wine!!! Staff dressed very casual not what we expected. Good like a burger house . Burger very dry and I normally would not eat.pizza but had no choice.  Disappointed! Was hoping for a new foodie place?  Don't go unless you like pizza and burgers,0
This is my second time at Sophies in Galway. Both times service has been excellent and food was lovely. Highly recommend,2
"Good food in a cool setting, staff were very welcoming",2
"Sophie's rooftop bar looks fabulousð. We had booked a regular table but when we got there we asked could we sit on the terrace instead and they accommodated us no problem. Staff were friendly but service was poor.  The waiter brought us some of our food and said he'd be back with the rest but we didn't have any cutlery. He came back a few minutes later with our fries and we had to ask again for some cutlery along with salt and ketchup. He came back a few minutes later with the ketchup then went off again and after a few more minutes we eventually got some cutlery. By that stage my husbands food was luke warm but mine was stone cold. We had waited so long for food I just ate it (took along time for staff to take our order, long time for food to come out) The food was delicious but cold. The restaurant wasn't too busy and there seemed to be plenty of staff so not sure what the issue is. Some items are pricey and some portions are small - we overheard the table beside us complaining about that so seems to be a general consensus. Overall we were disappointed with the service but we'd definitely go back for the food and atmosphere.",2
We were greeted on arrival very warmly and told Maryann would be looking after us. She was a really lovely friendly girl talked us through the menu and suggested a cocktail that matched my sons requestâ¦ The views were lovely and there was a lovely Sunday afternoon buzz about the place. We all had different dishes and all were deliciousâ¦ brownies were to die forâ¦ I would highly recommend,2
Food was good... were told on arrival we only had our table for an hour and a quarter which we weren't told at time of booking. Was ok on this occasion but may not have been.. food was lovely and service good. V hard to talk as music v loud,2
"Food was so underwhelming, chewy overdone pancakes with grapes and one blob of cream for â¬13, lovely staff but youâd make better pancakes yourself at home",0
"Greeted fine but then our server was slightly rude and didnât start our visit off great. Would definitely turn me off going there again. 
For what we payed on our visit I definitely think staff could look a little more professional in the way their dressed! 
Also there were empty seats and people were turned away. Itâs a long way to come to the bar and people be turned away.",0
Our experience was amazing from start to finish from once we entered  the resterant till we left the staff were amazing and courteous they were very knowledgeable and easy to approach the food was like nothing I have eat in  Galway before it was a special night it for us and because of the staff and the food it was an amazing night for us and because of everything we will be telling everyone to visit Sophie's in Galway at least once in their life because once you go once you can't wait to go back looking forward to my next meal somtime in the future.,2
"Amazing decor, food and service. Looking forward to going back again!",2
"Great and gorgeous place. I personally didnât like the way the hostess welcomed myself, when he saw i was in waiting for the table and he was just there to reception people, he turned his back straight away and took longer to talk to me, when we finish the food and we were chatting away, we took a bit longer to leave the table (there was plenty of empty table around us) and he was very upset walking around angry face, after a while he came to our table handled a bill that we didnât request, charged us 16 euros for a burger that we didnât have and said a bit aggressively that he need the table back by 9pm and walked away. We need to asked waitresses to check the bill again because it was clearly wrong She brought the correct one for us. We asked him to get us a table outside we wanted to see the sunset he said it was alright and he would come back to bring us to the table outside in 5 minutes, that didnât happen. Overall poor reception and welcoming.",2
"Prices are extortionate ye are a hotel in Galway not Dublin. 

â¬40 for a steak crazy.",0
"Great experience, lovely staff, delicious food and views.",2
"Mandatory tip 12%???? That's ridiculous! That is a robbery. 
And the pizza oven was broken...
And if you book for 10 you have to choose a 56 euros menu+12% tip...OMG
Still recommending it because the place is amazing, but check your bill, they include a bottle of wine we didn't drink!",2
The food was lovely and the views of Galway are great,2
"Really good food, friendly staff and overall enjoyable experience!! Looking forward to my next visit already",2
"Atmosphere was nice, the music was lovely. Food looked amazing but two of the dishes we ordered were cold and had to be sent back. The food did taste good and the butternut squash risotto was amazing. We were told at 2.50pm that the kitchen closed at 3pm and only served pizza thereafter. This was not mentioned at the time of booking nor is it on the menu. We had multiple different servers, one was extremely friendly and could answer all questions regarding the menu etc, one was very unfriendly and made it known that this job was a chore which put a bit of a dampener on the mood and chats we were having. I would go again and this time maybe sit outside on the terrace.",1
Stayed at the dean Hotel cork and had an idea what to expect. We had a reservation at the restaurant in Sophie and was excited cos knew what to expect. However was quickly disappointed the restaurant quite small not as big as I thought it be in Cork but I guess that's not their fault. We received menus but it took then 40 minutes before someone eventually came to take our drinks order followed by another 10 mins wait for food order. Food was amazing but my bacon and cheese croquettes was freezing it looked like it was left out for awhile now I didn't complain or return it and still ate it cos was yummy.  Once done then it took them another 30 mins wait for mains. We got our mains but nobody noticed we had no cutlery so we had to ask someone to give us cutlery. Once finished we asked for dessert menu we were 15 mins waiting no dessert menu and we decided then we would not stay any longer.  We asked for our bill but that took another 15 mins. The service was exceptionally slow. Now i know still be teething issues as they only happened 4 weeks but it seemed the basic staff training wasn't there. We told the manager and he apologised and acknowledged the issues there on the night and said that it wasn't acceptable but also it was busy time of our booking at 8.45 but still isn't acceptable excuse. I will come back cos I wanna give it another chance but lot of improvements to be made.,2
"Our first date night since our son was born & it was a fantastic choice of restaurant! The weather was fabulous so we asked to be seated outside in the sun & it was bliss! The food was amazing & the service efficient & professional & the staff were very friendly & accommodating! The atmosphere was energetic & the place was buzzing! Would highly recommend & will definitely be returning! Well done all! Warmest wishes, Anne & Danny âââââ",2
"Amazing.  Have a wonderful time @ Sophie's rooftop bar. Had the goats cheese to start and had the sirloin steak. And to finish with a glass of the house red wine. Superb, Serve was fantastic.  Can't wait to return",2
Me and my family went recently for lunch. The food was really good only a shame there is no kids menu. because I had young children with me and they had to order the burger and chips on the adults menu at a higher value. but apart from that overall very good. And lovely views of Galway City.,2
nice views and atmosphere just abit overpriced for what it is,1
Our fabulous server Rebecca looked after us all evening and made us feel most welcome . The pizzas were amazing as well as our starters which were a bit on the small side. The steak was good and the drinks were lovely.,2
"Lovely place, fab views. Service, food, and drinks were all very good. The menu is a little restricted for people who donât eat red meat..there was a fish dish, risotto and pizza options but no chicken dish. Dinner menu is also quite expensive but the overall experience was lovely. I would go back",2
"My wife and I had a date night at the Sophie's,  we had some wine, some cocktails and my wife and the duck and I had a pizza.  The food was awesome, the drinks served to an absolute perfection. But most of all we have to say our server Adriana was such an amazing person, so much knowledge of the wines, cocktails and food, she really went above and beyond to make our experience to be a memorable one. You should give this girl a rise and a promotion immediately. It is so rare to get staff like her! Love it, and we will be back for more grateness",2
"Staff very helpful, pleasant and welcoming. Always available to ask for help. Enjoyed the friendly atmosphere in the restaurant.",2
We had an amazing time at Sophies in the Dean Hotel Galway. Definitely coming back again. Wonderful experience :),2
"The atmosphere and dÃ©cor was great. We felt that the food options for lunch was slightly limited, it would have been nice to have one or two more options as it was a Sunday.
The food service was quite slow â we waited 45 minutes from ordering until our food arrived. 
The staff were all lovely; the cocktails were delicious.",1
"Superb from the moment we got there. Everything about Sophie's was top class. Great food, friendly and courteous staff made for a great dining experience. Definitely going back!!!!",2
"Fabulous food, great service and great views from the rooftop.",2
"Very poor service, had to request menu, waited 1 hour for food. Food OK but little over priced, service really impacted our experience",0
"Food was really bad 
Place is lovely",0
Fabulous restaurant but not much options to eat,0
"Really cool roof top restaurant and considering it had only been open for 2 weeks, the whole experience was pretty slick. Food was outstanding and the Iberico pork was next level good !! Decor is super stylish and the place has a great bustling vibe. Service was a little slow with some staff still finding their specific role within the restaurant service, but all were really polite and knowledgeable on the menu. We will definitely be back",2
"Really loved my food, it was unbelievably tasty! However, I couldn't get over how small my portion was for a main course. I ordered the duck, it was about 28 euro which is fine but I was actually hungry after I finished my food, they could definitely afford to add more potatoes to the plate!! I say I got 2 max 3 baby potatoes quartered.. cocktails were amazing",0
"New staff (-:,main course was disappointing. Could be excellent when fully up and running.",1
Just wonderful in everything.,2
"Very friendly staff, the food was delicious and the cocktails were beautiful.",2
